customer_id,last,freq,money,recency,R,F,M,Segment
791,2024-12-29 12:14:00,8,2634.6400000000003,2,High,High,High,High High High
792,2024-01-14 01:27:00,2,764.27,352,Low,Low,Low,Low Low Low
794,2024-10-19 05:04:00,8,4869.73,73,Med,High,High,Med High High
795,2024-12-31 19:26:00,6,1708.23,0,High,Med,Med,High Med Med
796,2024-02-29 03:47:00,3,922.15,306,Low,Low,Low,Low Low Low
797,2024-04-10 06:40:00,8,3627.26,265,Low,High,High,Low High High
798,2024-12-07 16:20:00,2,153.2,24,High,Low,Low,High Low Low
799,2024-11-21 05:52:00,3,132.94,40,High,Low,Low,High Low Low
800,2024-11-16 15:34:00,2,1049.85,45,High,Low,Low,High Low Low
801,2024-01-07 00:27:00,4,2015.76,359,Low,Med,Med,Low Med Med
802,2024-12-22 04:38:00,7,3406.04,9,High,High,High,High High High
803,2024-10-10 14:26:00,5,5415.34,82,Med,Med,High,Med Med High
805,2024-08-10 01:52:00,1,642.44,143,Med,Low,Low,Med Low Low
806,2024-09-14 02:39:00,4,2638.08,108,Med,Med,High,Med Med High
808,2024-12-19 03:38:00,8,2790.8100000000004,12,High,High,High,High High High
809,2024-11-10 22:45:00,3,1198.01,50,High,Low,Med,High Low Med
811,2024-11-24 13:52:00,7,2236.94,37,High,High,Med,High High Med
812,2024-12-25 08:46:00,3,874.81,6,High,Low,Low,High Low Low
813,2024-05-20 10:41:00,6,2641.92,225,Low,Med,High,Low Med High
816,2024-11-06 21:09:00,2,1044.18,55,High,Low,Low,High Low Low
817,2024-04-14 05:36:00,3,641.4,261,Low,Low,Low,Low Low Low
818,2024-11-10 21:23:00,4,2348.6099999999997,51,High,Med,High,High Med High
819,2024-03-23 02:40:00,2,257.46000000000004,283,Low,Low,Low,Low Low Low
821,2023-08-21 22:20:00,2,51.3,497,Low,Low,Low,Low Low Low
823,2024-06-16 22:40:00,4,587.38,197,Low,Med,Low,Low Med Low
824,2024-03-30 09:28:00,3,668.38,276,Low,Low,Low,Low Low Low
825,2024-02-14 07:23:00,1,261.23,321,Low,Low,Low,Low Low Low
826,2024-08-11 14:56:00,7,2995.79,142,Med,High,High,Med High High
827,2024-05-18 08:00:00,8,2273.38,227,Low,High,Med,Low High Med
828,2024-11-17 16:58:00,5,1450.62,44,High,Med,Med,High Med Med
831,2024-10-06 08:24:00,2,359.59000000000003,86,Med,Low,Low,Med Low Low
832,2024-01-09 19:56:00,7,4345.25,357,Low,High,High,Low High High
833,2023-09-09 16:50:00,1,150.18,479,Low,Low,Low,Low Low Low
835,2024-12-12 10:54:00,3,1526.74,19,High,Low,Med,High Low Med
836,2023-08-20 07:21:00,2,392.96,499,Low,Low,Low,Low Low Low
837,2024-05-28 11:53:00,7,5043.02,217,Low,High,High,Low High High
839,2024-03-19 17:11:00,4,768.67,287,Low,Med,Low,Low Med Low
840,2024-02-07 12:49:00,1,486.68999999999994,328,Low,Low,Low,Low Low Low
841,2023-04-06 04:43:00,1,746.25,635,Low,Low,Low,Low Low Low
842,2024-12-21 12:57:00,7,2470.38,10,High,High,High,High High High
843,2024-10-29 00:25:00,8,1493.21,63,Med,High,Med,Med High Med
845,2024-11-20 08:20:00,5,2609.44,41,High,Med,High,High Med High
846,2024-12-31 13:41:00,7,1603.32,0,High,High,Med,High High Med
847,2024-08-29 18:42:00,3,545.23,124,Med,Low,Low,Med Low Low
848,2024-08-02 06:22:00,2,891.54,151,Med,Low,Low,Med Low Low
850,2024-08-10 10:07:00,8,2150.67,143,Med,High,Med,Med High Med
851,2024-04-15 20:08:00,3,581.76,260,Low,Low,Low,Low Low Low
852,2024-12-01 05:48:00,7,3308.8900000000003,30,High,High,High,High High High
854,2024-07-16 14:42:00,4,3113.2599999999998,168,Med,Med,High,Med Med High
855,2024-10-10 08:28:00,2,992.59,82,Med,Low,Low,Med Low Low
857,2024-11-29 17:58:00,6,1232.29,32,High,Med,Med,High Med Med
860,2024-11-25 20:24:00,6,1164.21,36,High,Med,Med,High Med Med
861,2024-02-14 20:43:00,1,80.21,321,Low,Low,Low,Low Low Low
863,2023-09-29 10:22:00,4,1873.1,459,Low,Med,Med,Low Med Med
865,2024-11-12 12:23:00,4,2340.2200000000003,49,High,Med,High,High Med High
866,2024-11-23 05:37:00,8,2314.72,38,High,High,Med,High High Med
867,2023-11-06 23:06:00,2,1035.58,420,Low,Low,Low,Low Low Low
868,2024-01-12 00:39:00,2,590.37,354,Low,Low,Low,Low Low Low
869,2024-12-18 10:05:00,8,3007.6000000000004,13,High,High,High,High High High
870,2024-11-22 08:49:00,6,1828.1100000000001,39,High,Med,Med,High Med Med
872,2024-04-11 22:06:00,6,4587.07,264,Low,Med,High,Low Med High
873,2024-10-23 12:55:00,5,2285.1,69,Med,Med,Med,Med Med Med
874,2024-11-11 01:05:00,7,2060.65,50,High,High,Med,High High Med
875,2024-11-12 21:15:00,2,290.16,49,High,Low,Low,High Low Low
876,2024-01-19 16:24:00,3,644.4499999999999,347,Low,Low,Low,Low Low Low
878,2024-08-06 15:14:00,1,227.35,147,Med,Low,Low,Med Low Low
880,2024-12-05 23:25:00,8,2170.2599999999998,25,High,High,Med,High High Med
881,2024-12-03 08:50:00,2,364.13,28,High,Low,Low,High Low Low
883,2024-07-24 17:48:00,7,3488.8,160,Med,High,High,Med High High
884,2024-04-30 16:55:00,3,1434.55,245,Low,Low,Med,Low Low Med
885,2024-08-23 10:50:00,3,1437.13,130,Med,Low,Med,Med Low Med
888,2023-03-21 00:08:00,1,321.06,651,Low,Low,Low,Low Low Low
889,2024-11-29 03:04:00,6,2947.21,32,High,Med,High,High Med High
890,2024-10-09 20:51:00,8,5271.18,83,Med,High,High,Med High High
891,2023-04-28 18:26:00,1,381.5,613,Low,Low,Low,Low Low Low
892,2024-09-14 11:52:00,3,1322.45,108,Med,Low,Med,Med Low Med
893,2024-10-21 20:09:00,6,2171.54,71,Med,Med,Med,Med Med Med
894,2024-05-17 06:56:00,3,330.75,228,Low,Low,Low,Low Low Low
895,2024-11-05 15:07:00,2,1828.0900000000001,56,High,Low,Med,High Low Med
897,2024-12-15 02:41:00,4,665.97,16,High,Med,Low,High Med Low
898,2024-11-26 21:43:00,7,3883.8900000000003,35,High,High,High,High High High
899,2024-12-15 03:23:00,3,903.0400000000001,16,High,Low,Low,High Low Low
900,2024-11-27 19:08:00,7,3862.0499999999997,34,High,High,High,High High High
901,2024-09-14 06:25:00,8,3422.21,108,Med,High,High,Med High High
902,2024-10-11 00:32:00,3,817.96,81,Med,Low,Low,Med Low Low
903,2024-08-15 09:55:00,8,2020.79,138,Med,High,Med,Med High Med
904,2024-11-08 06:55:00,6,1501.6000000000001,53,High,Med,Med,High Med Med
905,2024-05-16 22:50:00,2,487.34000000000003,228,Low,Low,Low,Low Low Low
906,2024-11-19 23:14:00,2,1640.4900000000002,41,High,Low,Med,High Low Med
907,2024-12-05 10:37:00,5,1445.63,26,High,Med,Med,High Med Med
908,2024-11-12 06:34:00,7,2044.34,49,High,High,Med,High High Med
909,2024-04-08 12:41:00,8,2144.8,267,Low,High,Med,Low High Med
910,2024-12-16 19:34:00,4,1199.24,15,High,Med,Med,High Med Med
911,2024-10-04 21:15:00,7,1744.65,88,Med,High,Med,Med High Med
912,2024-12-23 06:42:00,8,6433.550011742959,8,High,High,High,High High High
913,2024-03-18 23:41:00,2,738.12,287,Low,Low,Low,Low Low Low
914,2024-08-10 17:12:00,5,2603.48,143,Med,Med,High,Med Med High
915,2024-12-06 06:42:00,5,1326.29,25,High,Med,Med,High Med Med
916,2024-07-22 19:20:00,8,3553.6800000000003,162,Med,High,High,Med High High
917,2023-12-28 20:51:00,4,1674.4299999999998,369,Low,Med,Med,Low Med Med
918,2024-10-23 07:07:00,3,1128.83,69,Med,Low,Med,Med Low Med
919,2024-09-30 09:16:00,8,2366.76,92,Med,High,High,Med High High
920,2024-11-21 10:03:00,8,4058.11,40,High,High,High,High High High
921,2024-10-06 20:09:00,2,1493.22,86,Med,Low,Med,Med Low Med
922,2024-05-24 12:55:00,5,2167.81,221,Low,Med,Med,Low Med Med
923,2024-12-04 10:14:00,7,1594.96,27,High,High,Med,High High Med
924,2024-10-16 23:35:00,4,1677.74,75,Med,Med,Med,Med Med Med
926,2024-03-05 23:48:00,5,2791.3359764532897,300,Low,Med,High,Low Med High
928,2024-06-14 00:55:00,1,184.51,200,Low,Low,Low,Low Low Low
929,2024-04-19 08:35:00,8,3614.45,256,Low,High,High,Low High High
930,2024-07-08 20:42:00,5,1915.82,176,Med,Med,Med,Med Med Med
931,2024-01-11 03:42:00,2,366.03,355,Low,Low,Low,Low Low Low
932,2024-08-22 07:30:00,6,4595.6900000000005,131,Med,Med,High,Med Med High
933,2024-12-28 20:19:00,8,1728.63,3,High,High,Med,High High Med
934,2024-12-19 02:07:00,8,2979.05,12,High,High,High,High High High
935,2024-09-10 04:30:00,5,762.42,112,Med,Med,Low,Med Med Low
936,2024-11-08 22:15:00,3,1346.6100000000001,53,High,Low,Med,High Low Med
938,2024-10-21 16:26:00,4,1991.7,71,Med,Med,Med,Med Med Med
939,2023-09-13 10:27:00,1,424.98,475,Low,Low,Low,Low Low Low
940,2024-07-21 22:59:00,2,312.29,162,Med,Low,Low,Med Low Low
941,2024-10-26 04:03:00,8,3882.1,66,Med,High,High,Med High High
942,2024-09-14 10:38:00,4,1051.26,108,Med,Med,Low,Med Med Low
943,2023-10-10 17:37:00,7,5938.68,448,Low,High,High,Low High High
944,2024-11-04 08:47:00,6,2947.17,57,High,Med,High,High Med High
945,2024-12-08 04:45:00,7,3038.18,23,High,High,High,High High High
948,2024-11-06 21:13:00,6,735.03,55,High,Med,Low,High Med Low
949,2024-11-06 22:03:00,6,1824.4,55,High,Med,Med,High Med Med
950,2024-10-06 13:55:00,4,1474.0100000000002,86,Med,Med,Med,Med Med Med
951,2024-05-01 09:59:00,3,2123.7445680890637,244,Low,Low,Med,Low Low Med
952,2024-11-21 21:46:00,7,5809.17,40,High,High,High,High High High
953,2023-09-15 05:59:00,1,173.02,473,Low,Low,Low,Low Low Low
954,2024-11-30 19:58:00,2,420.52,31,High,Low,Low,High Low Low
957,2024-10-04 21:35:00,3,1611.16,88,Med,Low,Med,Med Low Med
960,2024-12-24 06:25:00,7,2013.5300000000002,7,High,High,Med,High High Med
961,2024-11-25 11:02:00,7,1961.2773229886202,36,High,High,Med,High High Med
964,2024-02-23 22:36:00,1,136.94,311,Low,Low,Low,Low Low Low
965,2024-12-01 22:50:00,8,1965.02,29,High,High,Med,High High Med
966,2024-10-29 01:11:00,5,1698.3400000000001,63,Med,Med,Med,Med Med Med
967,2024-09-22 03:45:00,7,1621.95,100,Med,High,Med,Med High Med
968,2024-11-26 20:21:00,6,2108.6600000000003,35,High,Med,Med,High Med Med
969,2024-10-21 17:16:00,5,1335.2,71,Med,Med,Med,Med Med Med
970,2023-11-10 10:04:00,3,1683.11,417,Low,Low,Med,Low Low Med
972,2023-12-10 01:26:00,4,1240.05,387,Low,Med,Med,Low Med Med
973,2024-11-09 01:57:00,8,2698.09,52,High,High,High,High High High
974,2024-03-23 16:32:00,6,1952.58,283,Low,Med,Med,Low Med Med
975,2024-10-01 14:38:00,2,922.77,91,Med,Low,Low,Med Low Low
976,2024-06-06 09:26:00,1,266.99,208,Low,Low,Low,Low Low Low
978,2024-08-19 05:16:00,5,1767.0500000000002,134,Med,Med,Med,Med Med Med
980,2023-06-20 10:09:00,2,1278.88,560,Low,Low,Med,Low Low Med
981,2023-09-25 08:26:00,2,790.99,463,Low,Low,Low,Low Low Low
982,2024-03-25 15:22:00,1,167.57,281,Low,Low,Low,Low Low Low
985,2024-10-20 08:31:00,3,639.06,72,Med,Low,Low,Med Low Low
986,2023-07-02 02:47:00,2,254.16,548,Low,Low,Low,Low Low Low
987,2024-04-28 08:25:00,2,604.56,247,Low,Low,Low,Low Low Low
988,2024-10-06 01:58:00,2,1396.61,86,Med,Low,Med,Med Low Med
989,2024-08-30 05:42:00,5,1924.2799999999997,123,Med,Med,Med,Med Med Med
990,2024-11-29 23:20:00,2,1421.37,31,High,Low,Med,High Low Med
991,2024-12-27 10:28:00,6,3471.1800000000003,4,High,Med,High,High Med High
993,2024-05-07 05:35:00,2,348.53,238,Low,Low,Low,Low Low Low
994,2023-12-28 19:19:00,6,5058.39,369,Low,Med,High,Low Med High
996,2024-11-22 18:30:00,3,872.3,39,High,Low,Low,High Low Low
997,2024-10-05 20:20:00,5,2660.02,87,Med,Med,High,Med Med High
998,2024-11-12 18:27:00,4,3276.1699999999996,49,High,Med,High,High Med High
999,2024-07-26 15:33:00,3,458.15,158,Med,Low,Low,Med Low Low
1000,2024-12-16 06:44:00,5,1322.6115147752344,15,High,Med,Med,High Med Med
1002,2024-11-18 10:49:00,1,194.23,43,High,Low,Low,High Low Low
1005,2024-07-12 11:23:00,1,101.8,172,Med,Low,Low,Med Low Low
1006,2024-10-22 04:30:00,1,391.9,70,Med,Low,Low,Med Low Low
1007,2024-12-13 18:11:00,8,4343.65,18,High,High,High,High High High
1008,2024-10-08 21:29:00,4,1045.88,84,Med,Med,Low,Med Med Low
1009,2024-03-12 00:02:00,5,3116.15,294,Low,Med,High,Low Med High
1011,2023-01-25 07:40:00,1,74.02,706,Low,Low,Low,Low Low Low
1013,2024-09-12 21:19:00,1,173.02,110,Med,Low,Low,Med Low Low
1016,2023-12-22 13:07:00,1,237.58,375,Low,Low,Low,Low Low Low
1017,2023-09-06 13:48:00,1,253.64999999999998,482,Low,Low,Low,Low Low Low
1018,2023-06-02 12:54:00,4,1628.61,578,Low,Med,Med,Low Med Med
1019,2024-05-16 23:59:00,3,501.18999999999994,228,Low,Low,Low,Low Low Low
1020,2024-12-30 09:07:00,2,346.21,1,High,Low,Low,High Low Low
1021,2024-05-29 20:04:00,5,1246.1,216,Low,Med,Med,Low Med Med
1022,2024-07-31 16:57:00,8,2121.17,153,Med,High,Med,Med High Med
1024,2024-11-16 10:43:00,2,1141.15,45,High,Low,Med,High Low Med
1025,2024-10-11 12:53:00,7,2226.67,81,Med,High,Med,Med High Med
1026,2024-07-25 01:57:00,2,322.25,159,Med,Low,Low,Med Low Low
1027,2024-10-01 22:37:00,5,5016.54093124727,90,Med,Med,High,Med Med High
1028,2024-11-21 06:27:00,1,229.6,40,High,Low,Low,High Low Low
1029,2024-03-14 01:59:00,2,528.05,292,Low,Low,Low,Low Low Low
1030,2024-08-01 17:43:00,3,1669.7299999999998,152,Med,Low,Med,Med Low Med
1031,2024-02-26 09:28:00,3,839.8000000000001,309,Low,Low,Low,Low Low Low
1032,2024-04-07 13:31:00,4,1665.73,268,Low,Med,Med,Low Med Med
1033,2024-11-11 10:30:00,7,2215.25,50,High,High,Med,High High Med
1035,2024-11-27 17:38:00,7,1921.98,34,High,High,Med,High High Med
1036,2024-09-13 20:14:00,2,208.45,109,Med,Low,Low,Med Low Low
1037,2024-11-30 01:14:00,3,1145.5900000000001,31,High,Low,Med,High Low Med
1038,2023-12-13 23:09:00,5,1123.78,383,Low,Med,Med,Low Med Med
1039,2024-11-13 18:06:00,7,2872.58,48,High,High,High,High High High
1040,2024-07-07 03:35:00,1,731.0,177,Med,Low,Low,Med Low Low
1041,2024-11-20 23:14:00,1,338.52,40,High,Low,Low,High Low Low
1042,2024-11-24 09:48:00,6,3427.5876001374504,37,High,Med,High,High Med High
1044,2024-09-16 04:28:00,8,5333.914581562349,106,Med,High,High,Med High High
1046,2024-11-21 17:51:00,5,2107.16,40,High,Med,Med,High Med Med
1047,2024-12-22 06:56:00,8,3437.77,9,High,High,High,High High High
1048,2024-05-03 19:55:00,3,1525.25,242,Low,Low,Med,Low Low Med
1049,2024-03-22 17:09:00,6,2184.5,284,Low,Med,Med,Low Med Med
1050,2024-12-22 18:04:00,2,1228.31,9,High,Low,Med,High Low Med
1052,2024-11-02 13:17:00,5,574.67,59,Med,Med,Low,Med Med Low
1053,2024-10-22 22:59:00,8,1846.05,69,Med,High,Med,Med High Med
1054,2024-10-24 07:29:00,7,2144.6768252931897,68,Med,High,Med,Med High Med
1056,2024-12-11 08:16:00,2,1053.624181795154,20,High,Low,Low,High Low Low
1057,2024-11-30 12:02:00,8,6431.87,31,High,High,High,High High High
1058,2023-10-30 21:59:00,2,1748.4199999999998,428,Low,Low,Med,Low Low Med
1059,2024-11-30 15:18:00,8,1525.1399999999999,31,High,High,Med,High High Med
1060,2024-09-08 00:53:00,5,1680.16,114,Med,Med,Med,Med Med Med
1061,2024-05-10 12:43:00,8,7299.307035597393,235,Low,High,High,Low High High
1062,2024-10-22 13:48:00,6,856.28,70,Med,Med,Low,Med Med Low
1063,2024-10-29 01:55:00,5,2369.19,63,Med,Med,High,Med Med High
1065,2024-01-18 09:55:00,3,1970.88,348,Low,Low,Med,Low Low Med
1066,2024-10-28 15:39:00,3,1668.4,64,Med,Low,Med,Med Low Med
1067,2023-10-19 07:13:00,1,177.34,439,Low,Low,Low,Low Low Low
1068,2024-11-04 13:15:00,8,7779.51,57,High,High,High,High High High
1070,2024-12-09 13:45:00,7,1228.77,22,High,High,Med,High High Med
1071,2024-06-22 09:37:00,3,1679.76,192,Low,Low,Med,Low Low Med
1072,2024-06-07 04:24:00,5,1837.25,207,Low,Med,Med,Low Med Med
1073,2024-02-23 19:18:00,5,3416.7599999999998,312,Low,Med,High,Low Med High
1075,2024-10-25 15:23:00,6,3070.62,67,Med,Med,High,Med Med High
1076,2024-04-24 19:48:00,1,1737.45,251,Low,Low,Med,Low Low Med
1077,2024-09-17 14:17:00,4,1573.02,105,Med,Med,Med,Med Med Med
1078,2024-04-14 17:02:00,2,168.84,261,Low,Low,Low,Low Low Low
1079,2024-07-19 13:26:00,3,2612.19,165,Med,Low,High,Med Low High
1080,2024-10-27 10:19:00,3,1698.08,65,Med,Low,Med,Med Low Med
1081,2024-04-26 16:26:00,4,2059.3,249,Low,Med,Med,Low Med Med
1084,2024-05-19 02:59:00,5,2080.1156110362413,226,Low,Med,Med,Low Med Med
1085,2024-05-03 04:14:00,2,598.34,242,Low,Low,Low,Low Low Low
1086,2024-12-12 15:57:00,7,1850.36,19,High,High,Med,High High Med
1087,2024-12-24 18:56:00,7,1675.13,7,High,High,Med,High High Med
1088,2024-11-20 00:28:00,6,2738.37,41,High,Med,High,High Med High
1089,2024-10-28 22:48:00,3,319.8,63,Med,Low,Low,Med Low Low
1091,2024-12-08 14:00:00,2,474.26,23,High,Low,Low,High Low Low
1092,2024-08-27 23:38:00,5,2680.56,125,Med,Med,High,Med Med High
1093,2024-10-31 21:34:00,6,2211.91,61,Med,Med,Med,Med Med Med
1095,2023-08-03 12:08:00,1,266.85,516,Low,Low,Low,Low Low Low
1096,2024-07-09 22:51:00,6,1196.96,174,Med,Med,Med,Med Med Med
1097,2024-12-07 21:56:00,2,826.8199999999999,24,High,Low,Low,High Low Low
1098,2024-06-27 14:32:00,8,2015.0,187,Low,High,Med,Low High Med
1099,2024-06-01 01:22:00,5,1648.75,213,Low,Med,Med,Low Med Med
1100,2024-11-29 05:46:00,3,1096.2,32,High,Low,Low,High Low Low
1101,2024-10-05 03:43:00,7,1528.79,87,Med,High,Med,Med High Med
1102,2024-07-12 18:51:00,6,1885.3,172,Med,Med,Med,Med Med Med
1104,2024-12-12 07:26:00,4,1642.13,19,High,Med,Med,High Med Med
1105,2024-10-30 18:28:00,7,4593.653942291256,62,Med,High,High,Med High High
1106,2024-12-13 02:14:00,7,3653.58,18,High,High,High,High High High
1108,2023-05-27 21:03:00,1,191.71,584,Low,Low,Low,Low Low Low
1109,2024-09-03 10:58:00,7,4672.860000000001,119,Med,High,High,Med High High
1110,2024-05-14 15:30:00,3,1035.22,231,Low,Low,Low,Low Low Low
1111,2024-11-17 08:46:00,3,961.0,44,High,Low,Low,High Low Low
1112,2023-11-16 20:57:00,1,308.5,411,Low,Low,Low,Low Low Low
1113,2024-04-28 06:09:00,6,2430.31,247,Low,Med,High,Low Med High
1114,2024-06-17 10:12:00,7,1475.34,197,Low,High,Med,Low High Med
1116,2024-06-15 18:47:00,4,1389.79,199,Low,Med,Med,Low Med Med
1117,2023-12-22 04:26:00,1,1813.55,375,Low,Low,Med,Low Low Med
1118,2024-08-24 08:07:00,3,878.2700000000001,129,Med,Low,Low,Med Low Low
1119,2024-07-27 20:01:00,2,1047.88,157,Med,Low,Low,Med Low Low
1120,2024-08-28 22:23:00,7,1656.39,124,Med,High,Med,Med High Med
1121,2024-08-30 00:10:00,2,512.08,123,Med,Low,Low,Med Low Low
1122,2024-03-16 08:18:00,5,2851.2000000000003,290,Low,Med,High,Low Med High
1123,2024-08-08 04:02:00,8,2811.69,145,Med,High,High,Med High High
1124,2024-06-03 10:39:00,3,749.11,211,Low,Low,Low,Low Low Low
1125,2024-10-23 15:57:00,6,1823.54,69,Med,Med,Med,Med Med Med
1126,2024-10-14 15:19:00,6,2511.529812831293,78,Med,Med,High,Med Med High
1127,2024-10-12 06:02:00,8,2830.02,80,Med,High,High,Med High High
1128,2024-09-26 21:08:00,8,3790.8300000000004,96,Med,High,High,Med High High
1129,2024-07-21 04:15:00,1,266.48,163,Med,Low,Low,Med Low Low
1130,2024-05-12 11:28:00,7,938.62,233,Low,High,Low,Low High Low
1131,2024-12-21 22:55:00,8,2928.86,9,High,High,High,High High High
1132,2024-11-13 03:05:00,2,2891.5599999999995,48,High,Low,High,High Low High
1135,2024-04-25 20:07:00,5,2983.33,250,Low,Med,High,Low Med High
1136,2024-11-20 04:15:00,7,2549.5699999999997,41,High,High,High,High High High
1137,2023-05-17 00:52:00,2,222.76,594,Low,Low,Low,Low Low Low
1138,2024-09-05 01:51:00,2,841.94,117,Med,Low,Low,Med Low Low
1139,2024-05-30 09:12:00,3,1522.82,215,Low,Low,Med,Low Low Med
1140,2024-12-15 13:19:00,1,411.78,16,High,Low,Low,High Low Low
1142,2024-05-16 14:23:00,6,1036.93,229,Low,Med,Low,Low Med Low
1143,2024-03-01 07:51:00,1,83.32,305,Low,Low,Low,Low Low Low
1144,2024-05-08 09:45:00,1,156.61,237,Low,Low,Low,Low Low Low
1147,2024-02-04 05:23:00,5,1156.44,331,Low,Med,Med,Low Med Med
1148,2024-10-27 03:21:00,3,941.61,65,Med,Low,Low,Med Low Low
1149,2024-05-29 14:30:00,8,3049.7000000000003,216,Low,High,High,Low High High
1150,2023-06-30 02:50:00,1,117.81,550,Low,Low,Low,Low Low Low
1152,2024-11-10 20:20:00,2,816.73,51,High,Low,Low,High Low Low
1153,2024-06-07 07:20:00,8,1243.11,207,Low,High,Med,Low High Med
1154,2024-12-08 09:21:00,6,2107.42,23,High,Med,Med,High Med Med
1155,2024-12-03 10:13:00,8,1159.34,28,High,High,Med,High High Med
1157,2024-09-06 07:06:00,6,726.56,116,Med,Med,Low,Med Med Low
1158,2024-08-22 04:54:00,6,2013.82,131,Med,Med,Med,Med Med Med
1159,2024-09-02 03:06:00,4,1010.28,120,Med,Med,Low,Med Med Low
1160,2024-12-08 21:20:00,6,2492.7514664664886,23,High,Med,High,High Med High
1162,2024-12-05 17:30:00,7,4557.0199999999995,26,High,High,High,High High High
1163,2024-09-04 07:17:00,3,1121.08,118,Med,Low,Med,Med Low Med
1164,2024-12-25 01:47:00,7,1554.5900000000001,6,High,High,Med,High High Med
1166,2024-08-06 04:12:00,6,1123.04,147,Med,Med,Med,Med Med Med
1168,2024-03-16 00:31:00,5,2605.21,290,Low,Med,High,Low Med High
1169,2023-02-01 01:40:00,4,2783.0314242519835,699,Low,Med,High,Low Med High
1170,2024-08-17 16:19:00,7,3026.8399999999997,136,Med,High,High,Med High High
1171,2024-10-31 13:04:00,7,3672.66,61,Med,High,High,Med High High
1172,2024-10-31 21:59:00,8,5318.277722846534,61,Med,High,High,Med High High
1173,2024-10-13 19:31:00,5,2779.2599999999998,79,Med,Med,High,Med Med High
1174,2024-06-24 17:26:00,7,1566.19,190,Low,High,Med,Low High Med
1175,2024-10-27 10:18:00,7,1408.2699999999998,65,Med,High,Med,Med High Med
1176,2024-11-22 05:15:00,5,819.3399999999999,39,High,Med,Low,High Med Low
1177,2024-11-20 11:45:00,4,882.3100000000001,41,High,Med,Low,High Med Low
1178,2024-07-19 02:21:00,3,374.19,165,Med,Low,Low,Med Low Low
1180,2024-07-30 11:56:00,5,3624.8661265461296,154,Med,Med,High,Med Med High
1181,2024-02-07 15:53:00,7,4656.23,328,Low,High,High,Low High High
1182,2024-10-22 17:57:00,1,195.06,70,Med,Low,Low,Med Low Low
1183,2024-11-15 17:21:00,6,1724.7400000000002,46,High,Med,Med,High Med Med
1184,2024-01-27 10:35:00,3,1703.48,339,Low,Low,Med,Low Low Med
1185,2024-10-21 22:11:00,5,2920.41,71,Med,Med,High,Med Med High
1186,2024-10-21 01:25:00,7,2201.85,71,Med,High,Med,Med High Med
1188,2024-08-24 03:23:00,8,2020.96,129,Med,High,Med,Med High Med
1189,2024-11-11 15:16:00,3,607.6500000000001,50,High,Low,Low,High Low Low
1190,2024-10-25 09:26:00,5,1668.5500000000002,67,Med,Med,Med,Med Med Med
1192,2024-10-14 20:00:00,7,3167.08,78,Med,High,High,Med High High
1193,2024-09-20 22:12:00,4,1791.26,102,Med,Med,Med,Med Med Med
1194,2024-02-28 20:08:00,5,1120.31,307,Low,Med,Med,Low Med Med
1195,2024-03-19 21:02:00,3,867.72,287,Low,Low,Low,Low Low Low
1197,2024-12-21 03:38:00,5,3447.52,10,High,Med,High,High Med High
1198,2024-12-03 09:39:00,2,523.15,28,High,Low,Low,High Low Low
1201,2024-12-17 07:31:00,8,2998.6400000000003,14,High,High,High,High High High
1203,2023-12-06 18:59:00,5,4099.51,391,Low,Med,High,Low Med High
1204,2024-11-30 16:07:00,7,1708.94,31,High,High,Med,High High Med
1206,2024-03-24 03:02:00,5,2307.62,282,Low,Med,Med,Low Med Med
1208,2024-11-15 12:59:00,4,2216.75,46,High,Med,Med,High Med Med
1209,2024-10-02 23:43:00,1,479.24,89,Med,Low,Low,Med Low Low
1210,2024-07-23 10:18:00,6,1278.79,161,Med,Med,Med,Med Med Med
1211,2024-10-29 13:38:00,8,2970.65,63,Med,High,High,Med High High
1212,2023-01-09 22:02:00,2,160.89,722,Low,Low,Low,Low Low Low
1213,2024-11-12 08:33:00,8,5920.95,49,High,High,High,High High High
1214,2024-08-27 11:55:00,5,2225.2200000000003,126,Med,Med,Med,Med Med Med
1215,2024-09-21 20:55:00,8,5161.35,101,Med,High,High,Med High High
1218,2023-01-17 20:35:00,1,63.75,714,Low,Low,Low,Low Low Low
1219,2024-10-26 15:46:00,6,2188.7200000000003,66,Med,Med,Med,Med Med Med
1220,2024-12-05 16:58:00,7,2205.63,26,High,High,Med,High High Med
1221,2024-08-17 18:15:00,4,1552.06,136,Med,Med,Med,Med Med Med
1222,2023-04-27 15:16:00,2,259.5,614,Low,Low,Low,Low Low Low
1224,2024-12-07 17:28:00,7,1735.1799999999998,24,High,High,Med,High High Med
1226,2024-07-28 19:32:00,7,1425.55,156,Med,High,Med,Med High Med
1227,2023-10-12 07:21:00,2,658.53,446,Low,Low,Low,Low Low Low
1228,2024-11-23 01:29:00,6,1551.0300000000002,38,High,Med,Med,High Med Med
1230,2024-11-14 21:03:00,4,931.38,47,High,Med,Low,High Med Low
1232,2023-04-17 02:44:00,4,1914.06,624,Low,Med,Med,Low Med Med
1233,2024-04-11 17:44:00,2,627.21,264,Low,Low,Low,Low Low Low
1234,2024-08-03 22:54:00,2,1173.56,149,Med,Low,Med,Med Low Med
1235,2024-11-30 11:56:00,8,1983.8600000000001,31,High,High,Med,High High Med
1236,2024-07-25 03:34:00,2,2050.89,159,Med,Low,Med,Med Low Med
1237,2024-12-17 12:37:00,7,2135.8199999999997,14,High,High,Med,High High Med
